movieId,title,genres,year,cast,director,producer,screenwriter,composer,editor,distributor,country
120307,Intermezzo,Drama|Romance,1936,Teresa Pintos,Karl Mueller-Hagens,Leslie Howard,Abdellatif Kechiche,Theo Mackeben,Willy Zeyn junior,SF Studios,France
120311,Drishyam,Children|Drama|Thriller,2013,Ishita Dutta,Jeethu Joseph,Antony Perumbavoor,Jeethu Joseph,Vishal Bhardwaj,Aarif Sheikh,Amazon Prime Video,India
120386,Frankenstein,Drama|Horror|Sci-Fi,1992,Chris Sarandon,Burt Brinckerhoff,John Davis,Bernard Rose,Halli Cauthery,Andrew Hulme,Alchemy,United States of America
120412,From Time to Time,Adventure|Drama|Fantasy,2009,Lynn Farleigh,Julian Fellowes,Julian Fellowes,Lucy M. Boston,Ilan Eshkeri,John Wilson,Netflix,United Kingdom
120448,Geronimo,Action|Western,1962,Vincent Heneine,Lav Diaz,Sam Katzman,Bigna Tomschin,Mischa Bakaleinikoff,Bigna Tomschin,Les films du losange,Philippines
120452,Get Yourself a College Girl,Comedy,1964,Fabrizio Mioni,Sidney Miller,Sam Katzman,Robert E. Kent,Fred Karger,Ben Lewis,Metro-Goldwyn-Mayer,United States of America
120462,The Invisible Boy,Fantasy|Sci-Fi,2014,Nicola Giuliano,Gabriele Salvatores,Carlotta Calori,Alessandro Fabbri,Les Baxter,Massimo Fiocchi,01 Distribution,Italy
120466,Chappie,Action|Thriller,2015,Robert Hobbs,Neill Blomkamp,Simon Kinberg,Neill Blomkamp,Hans Zimmer,Julian Clarke,InterCom,South Africa
120488,The Call of the Wild,Adventure|Children,1972,Walter Long,Jack Nelson,Ron Lamothe,Ron Lamothe,Alfred Newman,Thelma Connell,Exchange,United States of America
120490,Hotel Sahara,Comedy|Romance|War,1951,Mireille Perrey,Bettina Haasen,Christian Beetz,Bettina Haasen,Benjamin Frankel,Alfred Roome,General Film Distributors,Germany
120502,Holiday Camp,Adventure|Comedy|Crime|Drama,1947,Kathleen Harrison,Ken Annakin,Sydney Box,Peter Rogers,Ed Welch,Geoffrey Foot,Gainsborough Pictures,United Kingdom
120514,Three Men in a Boat,Animation|Comedy|Romance,1956,William Austin,Graham Cutts,Basil Dean,Jerome K. Jerome,Aleksandr Kolker,Ralph Kemplen,Ealing Studios,United Kingdom
120518,The Hellions,Adventure|Drama|Western,1961,Richard Todd,Ken Annakin,Harold Huth,Harold Huth,Larry Adler,Bert L. Rule,Columbia Pictures,United Kingdom
120574,Gimme Shelter,Drama,2013,Mick Taylor,Albert Maysles,Porter Bibb,Ronald Krauss,The Rolling Stones,Dozo,Roadside Attractions,United States of America
120582,Girls on Probation,Crime|Drama,1938,Sheila Bromley,William C. McGann,Bryan Foy,Crane Wilbur,Howard Jackson,Frederick Richards,Warner Bros.,United States of America
120588,Going Hollywood,Musical|Romance,1933,Bobby Watson,Raoul Walsh,Walter Wanger,Donald Ogden Stewart,Herbert Stothart,Frank Sullivan,Metro-Goldwyn-Mayer,United States of America
120592,Gold of the Seven Saints,Adventure|Western,1961,Nestor Paiva,Gordon Douglas,Leonard Freeman,Leigh Brackett,Howard Jackson,Folmar Blangsted,Warner Bros.,United States of America
120598,Harvest,Drama,2010,Stymie Beard,Thomas J. Churchill,Julio Lencina,George H. Plympton,Rachel Zeffira,Muriel Breton,IFC Films,United States of America
120606,Zenobia,Comedy,1939,Malcolm Waite,Gordon Douglas,A. Edward Sutherland,Walter DeLeon,Marvin Hatley,Bert Jordan,United Artists Corporation,United States of America
120616,Hot Summer Night,Crime|Drama,1957,Anthony Jochim,David Friedkin,Morton Fine,Michael O'Hara,Previn,Tom Costantino,Metro-Goldwyn-Mayer,United States of America
120625,The Fool,Drama,2014,Sun Ma Sze Tsang,William A. Seiter,William Fox,Edmund Goulding,Yuri Bykov,Yuri Bykov,Columbia Pictures,United States of America
120633,The Call of the Wild,Adventure,1976,Walter Long,Jack Nelson,Ron Lamothe,Ron Lamothe,Alfred Newman,Thelma Connell,Exchange,United States of America
120641,Santa Fe,Action|Romance|Western,1951,Jere Burns,Raymond K. Johnson,Edward J. White,Bennett Cohen,Mort Glickman,Charles Craft,Paramount Pictures,United States of America
120741,Memed My Hawk,Drama,1984,Vesna,Peter Ustinov,Fuad Kavur,Peter Ustinov,Manos Hatzidakis,Peter Honess,Netflix,United Kingdom
120751,Home of the Brave,Documentary,2004,James MacDonald,Helena Solberg,Avi Lerner,David Meyer,Stephen Endelman,Lisa Day,Netflix,United States of America
120773,Lady Liberty,Comedy,1971,Beeson Carroll,Mario Monicelli,Carlo Ponti,Mario Monicelli,Ron,Ruggero Mastroianni,United Artists Corporation,France
120775,Night Train,Drama|Mystery|Thriller,1959,Anna Vasilieva-Abramovich,Tikhon Kornev,Robert L. Lippert,Elio Bartolini,Daria Stavrovich,Mario Serandrei,Central Partnership,Russia
120781,Nocturna,Adventure|Animation|Children|Fantasy|Mystery,2007,Lautaro Delgado,Gonzalo Calzada,Irwin Yablans,Gonzalo Calzada,Norman Bergen,Zelenka,Compass International Pictures,Argentina
120785,The Land,Documentary,1942,Farhan Butt,Gil Brealey,Konstantin Fam,Max Harris,Marcelo Zarvos,Robert Frazen,First National,Australia
120799,Terminator Genisys,Action|Adventure|Sci-Fi|Thriller,2015,Douglas M. Griffin,Alan Taylor,Dana Goldberg,Patrick Lussier,Lorne Balfe,Roger Barton,UIP-Dunafilm,United States of America
120827,The Hound of the Baskervilles,Crime|Drama|Horror|Mystery,1988,Murakami,Hiroshi Nishitani,Jules Greenbaum,Edgar Wallace,James Bernard,Ian Dalrymple,Gaumont-British Picture Corporation,Japan
120841,Frankenstein,Drama|Horror|Sci-Fi|Thriller,2004,Chris Sarandon,Burt Brinckerhoff,John Davis,Bernard Rose,Halli Cauthery,Andrew Hulme,Alchemy,United States of America
120887,Classmates,Comedy|Drama,1988,Sachit Patil,Huang Hsin-yao,Sravanthi Ravi Kishore,Kshitij Patwardhan,Thore Ehrling,Ranjan Abraham,Netflix,Taiwan
120911,My Best Enemy,Comedy,2006,Felipe Braun,Alex Bowen,Alex Bowen,Alex Bowen,Paolo Buonvino,Danielle Fillios,Netflix,Chile
120917,A Flat for Three,Comedy|Drama,2012,Vanni Corbellini,Carlo Verdone,Luigi De Laurentiis,Pasquale Plastino,Fabio Liberatori,Antonio Siciliano,Filmauro,Italy
120919,Man on High Heels,Action|Comedy,2014,Lee Eon-jeong,Jang Jin,Jang Jin,Jang Jin,Kim Jung-woo,Jang Jin,Lotte Entertainment,South Korea
120928,Lullaby,Drama,2014,Katarzyna Warnke,Darrell Roodt,David Lindner,Viktor Nagy,Ely Buendia,Stephan Krumbiegel,Max,South Africa
121005,The Nautical Chart,Adventure,2007,Gonzalo Cunill,Imanol Uribe,Enrique Cerezo,Imanol Uribe,Bingen,Teresa Font,Universal Subscription,Spain
121023,Viy,Adventure|Fantasy|Mystery|Thriller,2014,Anna Churina,Oleg Stepchenko,Alexey Petrukhin,Alexey Petrukhin,Ryan Otter,Marthand K. Venkatesh,Universal Pictures,India
121027,Stay,Drama,2013,Natalia Belitski,Giovanni Reda,Martina Haubrich,Elisa Mishto,Apparat,Cristiano Travaglioli,Netflix,Germany
121035,Houdini,Drama,2014,Stuart Brennan,George Marshall,George Pal,Philip Yordan,Roy Webb,George Tomasini,Netflix,United Kingdom
121043,the Women,Comedy,1953,Madeleine Fischer,Alfredo Guarini,Alfredo Guarini,Luigi Chiarini,Alessandro Cicognini,Mario Serandrei,Titanus,Italy
121045,Fear,Drama,1954,Mei Yamagishi,John Eyres,Roxanne Avent,Dean Koontz,Geoff Zanelli,Rauno Ronkainen,Tokyo Theatres,Japan
121051,A Matter of Time,Drama|Fantasy|Romance,1976,Jacques Stany,Vincente Minnelli,Samuel Z. Arkoff,John Gay,Nino Oliviero,Peter Taylor,American International Pictures,Italy
121053,Angele,Drama,1934,Lotos Vincenc,Tibor,Joseph Kane,Maja Weiss,Angelena Bonet,Christian Wagner,ABC Signature,United States of America
121055,Harvest,Drama,1937,Stymie Beard,Thomas J. Churchill,James Beveridge,George H. Plympton,Rachel Zeffira,George Appleby,IFC Films,United States of America
121057,The Well-Digger's Daughter,Comedy|Drama|Romance,1940,Cazenave,Daniel Auteuil,Alain Sarde,Daniel Auteuil,Alexandre Desplat,Hache,Kino Lorber,France
121059,Topaze,Comedy,1951,Leo McKern,Peter Sellers,David O. Selznick,Marcel Pagnol,George Martin,William Hamilton,20th Century Studios,United Kingdom
121065,The Woman in Red,Drama,1935,John Eldredge,Robert Florey,Victor Drai,Mary C. Jr.,Bernhard Kaun,Christopher Greenbury,Netflix,United States of America
121089,Rogues' Regiment,Action|Adventure|Film-Noir|Thriller|War,1948,Carol Thurston,Robert Florey,Robert Buckner,Robert Buckner,Daniele Amfitheatrof,Ralph Dawson,Universal Pictures,United States of America
121122,Seed,Horror,2006,Kheiron,James Becket,Christoph Holthof-Keim,Kao Pao-shu,Guy,Artem Zuev,Mars Films,Australia
121126,The Car,Horror|Mystery|Thriller,1977,Agnes Vernon,Pishu Pierre Pilot,Braxton Pope,Waldemar Young,Robert Levon Been,Simon Blasi,Focus Features,Canada
121133,Ishq,Action|Comedy|Drama|Musical|Romance,1997,Chintamani Biswal,Nipun Dharmadhikari,Mahi Gill,A. M. Turaz,Prem Anand,A. Sreekar Prasad,Hum Films,India
121143,Flu,Action|Drama|Sci-Fi,2013,Fatma Mohamed,Galder Gaztelu-Urrutia,Serena Armitage,Pedro Rivero,Robert Wolf,Alexander Dittner,IFC Films,Colombia
121167,Prowl,Horror,2010,Iulia Ciochina,Ernst Laemmle,Sam Spiegel,Xandra Popescu,Ernest Gold,Ernest Miller,United Artists Corporation,United States of America
121171,Red Army,Documentary,2014,Vladimir Posner,Masao Adachi,Gabe Polsky,Gabe Polsky,Christophe Beck,Takeshi Seyama,Sony Pictures Classics,Japan
121190,When in Rome,Children|Comedy,2002,Renata Vanni,Clarence Brown,Clarence Brown,Robert Buckner,Carmen Dragon,Robert J. Kern,Metro-Goldwyn-Mayer,United States of America
121202,Hansel Gretel,Drama|Fantasy|Horror|Mystery|Thriller,2007,Dee Wallace,Anthony C. Ferrante,Paul Bales,Tommy Wirkola,Atli,Sean Yates,The Asylum,United States of America
121205,Nine Lives,Horror|Thriller,2002,Marion Barry,Simon Monjack,Bryan Foy,Fred Jr.,Glenn Schloss,Breigutu,Vudu,United States of America
121209,Unearthed,Horror|Mystery|Sci-Fi|Thriller,2007,Sergio Salvati,Guillermo de Oliveira,Guillermo de Oliveira,Guillermo de Oliveira,Zeltia Montes,Guillermo de Oliveira,Netflix,Spain
121217,Gun,Action|Crime|Thriller,2010,Jack O'Connell,Kike,Lucio Mollica,Jeff Guinn,Nathan Furst,James Kondelik,Filmax,Pakistan
121221,Sabata,Action|Western,1969,Deepak Parida,Sisir Mishra,Alberto Grimaldi,Ambrogio Molteni,Amarendra Mohanty,Edmondo Lozzi,Netflix,India
121223,The Reunion,Action|Drama,2011,Claudia Karvan,Tony Tilse,Rosemary Blight,Claudia Boderke,Stefan Levin,Nicolaj Monberg,Network 10,Australia
121233,Take a Girl Like You,Comedy|Drama|Romance,1970,Hayley Mills,Jonathan Miller,Hal E. Chester,George Melly,Stanley Myers,Jack Harris,Columbia Pictures,United Kingdom
121241,Sweeney The Demon Barber of Fleet Street,Drama|Horror|Musical|Thriller,1982,Tod Slaughter,George King,Laurie MacDonald,John Logan,Stephen Sondheim,John Seabourne,Netflix,United Kingdom
121255,White Elephant,Drama,2012,Peter Firth,Jesse V. Johnson,Pridi Banomyong,Ashley Pharoah,Phra Chenduriyang,Jolanda Benvenuti,Troma Entertainment,United States of America
121265,The Stranger,Action|Thriller,2010,Kelly Sullivan,Marco Turco,Iain Canning,Monica Zapelli,Adrian Johnston,Niels Ostenfeld,MarVista Entertainment,United States of America
121279,Little Lord Fauntleroy,Children|Drama|Romance,1980,Gerry Cowper,Floyd Martin Thornton,Norman Rosemont,Frances Hodgson Burnett,Allyn Ferguson,Keith Palmer,Netflix,United Kingdom
121288,The Power and the Glory,Drama,1961,June Elvidge,Lawrence Clement Windom,Jesse Louis Lasky,Hamilton Smith,John Stepan Zamecnik,Paul Weatherwax,Metro-Goldwyn-Mayer,United States of America
121296,All Fall Down,Drama,1962,Michael Rohl,Martin Cummins,John Houseman,Michael Boddy,Consorzio Suonatori Indipendenti,Fredric Steinkamp,Australian Broadcasting Corporation,Australia
121326,The Blood of Fu Manchu,Adventure|Crime|Horror,1968,Frances Khan,Franco,Harry Alan Towers,Manfred R.,Gert Wilden,Serrano,Netflix,Germany
121332,Big City,Drama,1937,Carola Toelle,George Irving,William Fox,Dimitri Buchowetzki,Herbert Trantow,Walter Wischniewsky,Rank Organisation,United States of America
121336,Big City,Adventure|Children|Western,2007,Carola Toelle,George Irving,William Fox,Dimitri Buchowetzki,Herbert Trantow,Walter Wischniewsky,Rank Organisation,United States of America
121346,China Girl,Crime|Drama|Romance,1987,Robert Miano,Abel Ferrara,Michael Nozik,Nicholas St. John,Joe Delia,James B. Clark,Vestron Pictures,United States of America
121348,China Girl,Drama,1942,Robert Miano,Abel Ferrara,Michael Nozik,Nicholas St. John,Joe Delia,James B. Clark,Vestron Pictures,United States of America
121350,Cops and Robbers,Comedy|Crime,1973,Grant Dodwell,Scott Windhauser,Vladimir Dostal,Nikolay Dostal,Aleksandr Belyayev,Franco Fraticelli,Lux Film,United States of America
121370,Happy New Year,Action|Comedy|Crime|Drama|Musical|Romance,2014,Daniel Fischer,Jakub Kroner,Xabier Berzosa,Ben Wheatley,Clint Mansell,Ben Wheatley,Netflix,Slovakia
121380,Into the Sun,Action|Comedy,1992,Michael,Performancegruppen,Mark Amin,Performancegruppen,Randy Miller,Prami Larsen,Trimark Pictures,Denmark
121386,Lady of the Tropics,Drama|Romance,1939,Paul Porcasi,Jack Conway,Sam Zimbalist,Ben Hecht,Franz Waxman,Elmo Veron,Metro-Goldwyn-Mayer,United States of America
121388,His Brother's Wife,Drama|Romance,1936,Carlyle Blackwell,Harley Knoles,William A. Brady,Harley Knoles,Franz Waxman,Conrad A. Nervig,World Film Company,United States of America
121397,Ash Wednesday,Drama|Mystery,1973,Elijah Wood,Johannes Meyer,Gustav Althoff,Edward Burns,David Shire,Marion Rothman,Focus Features,Germany
121417,Scorned,Drama|Thriller,1994,Wil Shriner,Andrew Stevens,Damian Lee,Barry Avrich,Mark Snow,David Mitchell,Vudu,United States of America
121430,The Horsemen,Action|Adventure|Drama,1971,Mohammad Shamsi,John Frankenheimer,Edward Lewis,Dalton Trumbo,Georges Delerue,Harold F. Kress,Columbia Pictures,United States of America
121442,Whispering Smith,Western,1948,Wallace MacDonald,David Howard,Cecil B. DeMille,Arthur Henry Gooden,Frank Spencer,James Needs,20th Century Studios,United States of America
121447,The Bride,Horror|Romance|Sci-Fi|Thriller,1985,Myrtle Gonzalez,Lynn Reynolds,Thomas H. Ince,Lynn Reynolds,Mimis Plessas,Javier,Monogram Pictures,United States of America
121451,Will,Children|Drama,2012,Pola Geiger,Benjamin Rojo,Janine Jackowski,Mark Bemesderfer,Peter,Julia Karg,Lionsgate,Germany
121463,The End,Drama|Sci-Fi|Thriller,2012,Apiwat Apiwatsayree,Joshua Oppenheimer,Katerine,Rasmus Heisterberg,David Goloschekin,Mohammad Mohammadian,Neon,Thailand
121477,Python,Comedy|Horror|Sci-Fi|Thriller,2000,John Cleese,Laila,Eric Idle,Terry Gilliam,Geoffrey Burgon,Julian Doyle,Netflix,Latvia
121479,No Thank You,Comedy,2014,Wanda Dubiel,Samuli Valkama,Risto Salomaa,Samuli Valkama,Timo Lassy,Harri,SF Film,Finland
121485,Reaching for the Moon,Drama|Romance,2013,Marcello Airoldi,Bruno Barreto,Joseph M. Schenck,Matthew Chapman,Marcelo Zarvos,Hal C. Kern,Cinema Management Group,Brazil
121491,Off Beat,Drama|Romance,2004,Christoph Franken,Hendrik,Uschi Reich,Hendrik,Blackmail,Patricia Rommel,Netflix,Germany
121545,Lisztomania,Comedy|Fantasy|Musical,1975,Ringo Starr,Ken Russell,David Puttnam,Ken Russell,Rick Wakeman,Stuart Baird,Warner Bros.,United Kingdom
121561,Cry of Death,Western,1968,Fernando Bilbao,Giuliano Carnimeo,Luciano Martino,Tito Carpi,Bruno Nicolai,Ornella Micheli,Titanus,Italy
121594,Midnight Mary,Crime|Drama|Romance,1933,Robert Greig,William Augustus Wellman,Lucien Hubbard,Anita Loos,William Axt,William S. Gray,Metro-Goldwyn-Mayer,United States of America
121596,Born to Fight,Action|Children|Drama,2011,Mary,Charles Hutchison,Prachya Pinkaew,Panna Rittikrai,Al Festa,Bruno Mattei,20th Century Studios,United States of America
121606,White Woman,Drama,1933,Charles 1st Baron Barham,Stuart Walker,E. Lloyd Sheldon,Samuel Hoffenstein,Philippe Sarde,Ruggero Mastroianni,Image Entertainment,United States of America
121618,The Great Gatsby,Drama,1926,Claire Whitney,Herbert Brenon,Jesse Louis Lasky,Becky Gardiner,Robert E. Dolan,Ellsworth Hoagland,Paramount Pictures,United States of America
121634,Open Heart,Documentary,2013,Amandine Dewasmes,Marion Laine,Vibeke,Marion Laine,Jesper Winge Leisner,Pernille Bech Christensen,Nordisk Film,France
121640,Night in Paradise,Comedy|Drama,1946,Jeon Yeo-been,Park Hoon-jung,Walter Wanger,Ernst Marischka,Friedrich,Ella Ensink,Next Entertainment World,South Korea
121685,Tough Guy,Action|Crime|Drama,1936,Joan Crosas,Samuel Benchetrit,Morgan Spurlock,Juan Moreno,Felix Bartsch,Edith Nisted Nielsen,Cirko Film,France
121705,Rat Race,Comedy,1980,Stanley Adams,Miriam Chandy Menacherry,William Perlberg,Miriam Chandy Menacherry,Elmer Bernstein,Tom Lewis,Netflix,India
121707,Pets,Drama,1974,Michael Moore,Jared Stern,Jared Stern,John Whittington,Steve Jablonsky,Ken Schretzmann,Warner Bros.,United States of America
121721,the Ape Man,Action|Adventure,1959,Joanna Barnes,Joseph M. Newman,Bo Derek,Tom Rowe,Shorty Rogers,Gene Ruggiero,Metro-Goldwyn-Mayer,United States of America
121723,My Six Convicts,Comedy|Drama,1952,Russ Conway,Hugo Fregonese,Stanley Kramer,Michael Blankfort,Dimitri Tiomkin,Gene Havlick,Netflix,United States of America
121729,The Challenge,Drama|War,1970,Tom Conway,Gordon Ruperthouse,Alexander Korda,Kent Moran,Toprak,Yuri Ancarani,Hulu,Canada
121741,The Cheat,Drama,1950,Rayver Cruz,Scott R. Dunlap,Will Wallace,Will Wallace,Walter Scharf,Richard L. Van Enger,Republic Pictures,Philippines
121751,Twist of Fate,Drama|Mystery,1954,Jacques Bergerac,Fernando Lopes,Steve Martin,Steve Martin,Malcolm Arnold,Humphrey Dixon,American Broadcasting Company,United Kingdom
121755,The Eddie Cantor Story,Drama,1953,Marilyn Erskine,Alfred Edward Green,Sidney Skolsky,Sidney Skolsky,Ray Heindorf,William H. Ziegler,Warner Bros.,United States of America
121759,Roseanna McCoy,Drama,1949,Guy Wilkerson,Irving Reis,Samuel Goldwyn,John Collier,David Buttolph,Daniel Mandell,RKO Pictures,United States of America
121775,Kim,Adventure|Children|Drama,1984,Kim Joo-ah,Lim Ji-sun,Dorothy Davenport,David Koepp,Cliff Martinez,Sara Reither,Max,South Korea
121777,Rebirth,Documentary,2011,Fran Kranz,Takaaki Ishiyama,Tomiyama,Hiroshi,Shoji Meguro,Takashi Sakurai,Toei Company,Japan
121794,Sacrifice,Action|Crime|Thriller,2011,Zhang Yi,Wilfred Lucas,William A. Brady,Kazuo Komizu,Tura,Andrea Chignoli,World Film Company,United Kingdom
121797,The Old Maid,Drama,1939,Lorenza Guerrieri,William Bertram,Raymond Danon,William Bertram,Michel Legrand,George Amy,Netflix,United States of America
121821,The Dancer,Drama|Romance,2011,Bertram Grassby,William P.S. Earle,Paul Davidson,Blanche Earle,Francisco Alonso,del,Fox Film Corporation,France
121837,State's Attorney,Drama,1932,Helen Twelvetrees,George Archainbaud,James Kevin McGuinness,Louis Stevens,Max Steiner,Charles L. Kimball,RKO Pictures,United States of America
121839,Shadow of Doubt,Comedy|Mystery,1935,Samuel S. Hinds,Pekka Lehto,Metro-Goldwyn-Mayer,Raymond De Felitta,Lasse Enersen,Jeff Gourson,Metro-Goldwyn-Mayer,Finland
121851,The Golden Hawk,Action|Adventure|Romance|War,1952,Alex Montoya,Sidney Salkow,Sam Katzman,Frank Yerby,Mischa Bakaleinikoff,Edwin Bryant,Columbia Pictures,United States of America
121859,The Formula,Comedy|Romance,2014,Nikolay Fedortsov,Georgi Yungvald-Khilkevich,Steve Shagan,Steve Shagan,Aleksandr Zatsepin,John Carter,Netflix,United States of America
121861,The Member of the Wedding,Drama|Romance,1997,Nancy Gates,Fred Zinnemann,Stanley Kramer,Edna Anhalt,Alex North,William Lyon,Columbia Pictures,United States of America
121863,Without Pity,Crime|Drama,1948,Iris Peynado,Uzi Peres,Alain Rocca,Michele Alhaique,Yuksek,Alan Osbiston,BiM Distribuzione,Italy
121875,Submarine,Action|Drama,1928,Emma Sullivan,Emma Sullivan,Roslyn Walker,Joseph Krumgold,Sidney Cutner,Yoshitami Kuroiwa,Columbia Pictures,Denmark
121885,Silver Dollar,Drama,1932,Bebe Daniels,Alfred Edward Green,Luigi Rovere,Carl Erickson,Carlo Rustichelli,Renato Cinquini,Euro International Film,United States of America
121887,The Innocents,Drama,1987,Morten Svartveit,Eskil Vogt,Maria Ekerhovd,Eskil Vogt,Pessi Levanto,Jens Christian Fodstad,IFC Midnight,Bulgaria
121901,The Debt,Crime|Thriller,2003,Stephen Dorff,Jesse V. Johnson,Cyriac Auriol,Oscar A. C. Lund,Frank London,Mahmoud Shoolizadeh,Netflix,United States of America
121913,Mexican Spitfire,Comedy,1940,Lupe,Leslie Goodwins,Cliff Reid,Charles E. Roberts,Constantin Bakaleinikoff,Harry Marker,RKO Pictures,United States of America
